Date,Stop,In (Sum),Out (Sum),Load max,APC Stops
2023-08-13T19:00:00-05:00,"Washington & Timothy Tr. (North Side),1",2,2,6,32
2023-08-14T19:00:00-05:00,"Washington & Timothy Tr. (North Side),1",7,1,13,32
2023-08-15T19:00:00-05:00,"Washington & Timothy Tr. (North Side),1",8,1,9,35
2023-08-16T19:00:00-05:00,"Washington & Timothy Tr. (North Side),1",6,4,25,34
2023-08-17T19:00:00-05:00,"Washington & Timothy Tr. (North Side),1",8,4,29,34
2023-08-12T19:00:00-05:00,"Washington & Timothy Tr. (SW Corner),3",3,0,11,14
2023-08-13T19:00:00-05:00,"Washington & Timothy Tr. (SW Corner),3",0,1,6,21
2023-08-14T19:00:00-05:00,"Washington & Timothy Tr. (SW Corner),3",0,1,6,21
2023-08-15T19:00:00-05:00,"Washington & Timothy Tr. (SW Corner),3",0,1,8,25
2023-08-16T19:00:00-05:00,"Washington & Timothy Tr. (SW Corner),3",2,4,19,25
2023-08-17T19:00:00-05:00,"Washington & Timothy Tr. (SW Corner),3",2,1,25,26
2023-08-13T19:00:00-05:00,"Water Survey,2",46,33,5,62
2023-08-14T19:00:00-05:00,"Water Survey,2",25,21,4,62
2023-08-15T19:00:00-05:00,"Water Survey,2",52,31,7,62
2023-08-16T19:00:00-05:00,"Water Survey,2",48,19,7,62
2023-08-17T19:00:00-05:00,"Water Survey,2",49,21,7,62
2023-08-13T19:00:00-05:00,"Wedgewood & Timbergate (SE Corner),2",0,0,8,5
2023-08-14T19:00:00-05:00,"Wedgewood & Timbergate (SE Corner),2",1,0,8,5
2023-08-15T19:00:00-05:00,"Wedgewood & Timbergate (SE Corner),2",5,0,15,5
2023-08-16T19:00:00-05:00,"Wedgewood & Timbergate (SE Corner),2",7,0,15,5
2023-08-17T19:00:00-05:00,"Wedgewood & Timbergate (SE Corner),2",5,0,16,5
2023-08-13T19:00:00-05:00,"Wedgewood & Timbergate (SW Corner),3",0,1,3,7
2023-08-14T19:00:00-05:00,"Wedgewood & Timbergate (SW Corner),3",0,3,13,7
2023-08-15T19:00:00-05:00,"Wedgewood & Timbergate (SW Corner),3",0,2,13,2
2023-08-16T19:00:00-05:00,"Wedgewood & Timbergate (SW Corner),3",0,3,7,6
2023-08-17T19:00:00-05:00,"Wedgewood & Timbergate (SW Corner),3",0,8,11,6
2023-08-13T19:00:00-05:00,"Wendover & Country Bend (NW Corner),4",0,0,2,2
2023-08-14T19:00:00-05:00,"Wendover & Country Bend (NW Corner),4",0,0,15,2
2023-08-15T19:00:00-05:00,"Wendover & Country Bend (NW Corner),4",0,0,15,2
2023-08-16T19:00:00-05:00,"Wendover & Country Bend (NW Corner),4",1,0,18,2
2023-08-17T19:00:00-05:00,"Wendover & Country Bend (NW Corner),4",0,0,1,1
2023-08-13T19:00:00-05:00,"Wendover & Summerview (NW Corner),4",0,0,2,2
2023-08-14T19:00:00-05:00,"Wendover & Summerview (NW Corner),4",0,0,15,2
2023-08-15T19:00:00-05:00,"Wendover & Summerview (NW Corner),4",1,0,15,2
2023-08-16T19:00:00-05:00,"Wendover & Summerview (NW Corner),4",1,0,17,2
2023-08-17T19:00:00-05:00,"Wendover & Summerview (NW Corner),4",0,0,1,1
2023-08-13T19:00:00-05:00,"Wendover & Woodspring (NW Corner),4",0,0,2,2
2023-08-14T19:00:00-05:00,"Wendover & Woodspring (NW Corner),4",0,0,15,2
2023-08-15T19:00:00-05:00,"Wendover & Woodspring (NW Corner),4",0,0,14,2
2023-08-16T19:00:00-05:00,"Wendover & Woodspring (NW Corner),4",0,0,16,1
2023-08-12T19:00:00-05:00,"West Pull Out,1",0,0,0,8
2023-08-13T19:00:00-05:00,"West Pull Out,1",1,0,1,38
2023-08-14T19:00:00-05:00,"West Pull Out,1",19,2,16,45
2023-08-15T19:00:00-05:00,"West Pull Out,1",21,6,15,50
2023-08-16T19:00:00-05:00,"West Pull Out,1",0,0,0,46
2023-08-17T19:00:00-05:00,"West Pull Out,1",19,19,17,52
2023-08-13T19:00:00-05:00,"Westfield & Carrelton (NW Corner),4",0,0,1,28
2023-08-14T19:00:00-05:00,"Westfield & Carrelton (NW Corner),4",0,0,2,27
2023-08-15T19:00:00-05:00,"Westfield & Carrelton (NW Corner),4",0,0,2,28
2023-08-16T19:00:00-05:00,"Westfield & Carrelton (NW Corner),4",0,0,1,29
2023-08-17T19:00:00-05:00,"Westfield & Carrelton (NW Corner),4",0,6,1,29
2023-08-12T19:00:00-05:00,"Westfield & Lawndale (NW Corner),4",0,2,3,13
2023-08-13T19:00:00-05:00,"Westfield & Lawndale (NW Corner),4",6,2,5,63
2023-08-14T19:00:00-05:00,"Westfield & Lawndale (NW Corner),4",1,7,4,63
2023-08-15T19:00:00-05:00,"Westfield & Lawndale (NW Corner),4",0,6,5,66
2023-08-16T19:00:00-05:00,"Westfield & Lawndale (NW Corner),4",1,2,4,65
2023-08-17T19:00:00-05:00,"Westfield & Lawndale (NW Corner),4",2,1,4,65
2023-08-12T19:00:00-05:00,"Westfield & Sangamon (NW Corner),4",2,1,3,13
2023-08-13T19:00:00-05:00,"Westfield & Sangamon (NW Corner),4",0,4,5,35
2023-08-14T19:00:00-05:00,"Westfield & Sangamon (NW Corner),4",2,4,6,34
2023-08-15T19:00:00-05:00,"Westfield & Sangamon (NW Corner),4",1,7,5,35
2023-08-16T19:00:00-05:00,"Westfield & Sangamon (NW Corner),4",0,5,4,36
2023-08-17T19:00:00-05:00,"Westfield & Sangamon (NW Corner),4",0,6,4,36
2023-08-12T19:00:00-05:00,"Westfield & Sheridan (NW Corner),4",0,0,3,12
2023-08-13T19:00:00-05:00,"Westfield & Sheridan (NW Corner),4",3,9,5,35
2023-08-14T19:00:00-05:00,"Westfield & Sheridan (NW Corner),4",2,7,6,34
2023-08-15T19:00:00-05:00,"Westfield & Sheridan (NW Corner),4",3,11,5,36
2023-08-16T19:00:00-05:00,"Westfield & Sheridan (NW Corner),4",1,10,4,36
2023-08-17T19:00:00-05:00,"Westfield & Sheridan (NW Corner),4",2,13,4,36
2023-08-12T19:00:00-05:00,"Westgate Apts. (North Side),2",2,10,8,16
2023-08-13T19:00:00-05:00,"Westgate Apts. (North Side),2",2,21,12,32
2023-08-14T19:00:00-05:00,"Westgate Apts. (North Side),2",16,21,51,34
2023-08-15T19:00:00-05:00,"Westgate Apts. (North Side),2",13,31,64,32
2023-08-16T19:00:00-05:00,"Westgate Apts. (North Side),2",15,29,59,32
2023-08-17T19:00:00-05:00,"Westgate Apts. (North Side),2",17,32,59,32
2023-08-12T19:00:00-05:00,"Westgate Apts. (South Side),1",12,3,6,15
2023-08-13T19:00:00-05:00,"Westgate Apts. (South Side),1",23,3,8,33
2023-08-14T19:00:00-05:00,"Westgate Apts. (South Side),1",36,16,37,33
2023-08-15T19:00:00-05:00,"Westgate Apts. (South Side),1",48,17,40,32
2023-08-16T19:00:00-05:00,"Westgate Apts. (South Side),1",38,15,28,33
2023-08-17T19:00:00-05:00,"Westgate Apts. (South Side),1",36,11,35,34
2023-08-12T19:00:00-05:00,"White & First (NE Corner),1",11,5,42,30
2023-08-13T19:00:00-05:00,"White & First (NE Corner),1",22,50,35,126
2023-08-14T19:00:00-05:00,"White & First (NE Corner),1",19,69,59,131
2023-08-15T19:00:00-05:00,"White & First (NE Corner),1",19,62,59,132
2023-08-16T19:00:00-05:00,"White & First (NE Corner),1",18,72,35,126
2023-08-17T19:00:00-05:00,"White & First (NE Corner),1",35,83,40,182
2023-08-13T19:00:00-05:00,"White & First (SE Corner),2",0,2,3,10
2023-08-14T19:00:00-05:00,"White & First (SE Corner),2",0,6,2,11
2023-08-15T19:00:00-05:00,"White & First (SE Corner),2",0,3,3,9
2023-08-16T19:00:00-05:00,"White & First (SE Corner),2",0,0,2,9
2023-08-17T19:00:00-05:00,"White & First (SE Corner),2",1,14,5,11
2023-08-12T19:00:00-05:00,"White & Second (NE Corner),1",24,12,41,30
2023-08-13T19:00:00-05:00,"White & Second (NE Corner),1",38,45,35,125
2023-08-14T19:00:00-05:00,"White & Second (NE Corner),1",30,64,59,130
2023-08-15T19:00:00-05:00,"White & Second (NE Corner),1",45,71,58,131
2023-08-16T19:00:00-05:00,"White & Second (NE Corner),1",42,87,33,126
2023-08-17T19:00:00-05:00,"White & Second (NE Corner),1",81,185,39,182
2023-08-12T19:00:00-05:00,"White & Second (SE Far Side),3",22,7,32,27
2023-08-13T19:00:00-05:00,"White & Second (SE Far Side),3",84,29,29,129
2023-08-14T19:00:00-05:00,"White & Second (SE Far Side),3",103,14,28,132
2023-08-15T19:00:00-05:00,"White & Second (SE Far Side),3",101,35,44,132
2023-08-16T19:00:00-05:00,"White & Second (SE Far Side),3",142,48,34,129
2023-08-17T19:00:00-05:00,"White & Second (SE Far Side),3",202,57,46,183
2023-08-12T19:00:00-05:00,"White & Wright (SE Corner),2",31,4,35,30
2023-08-13T19:00:00-05:00,"White & Wright (SE Corner),2",58,112,31,177
2023-08-14T19:00:00-05:00,"White & Wright (SE Corner),2",75,128,59,182
2023-08-15T19:00:00-05:00,"White & Wright (SE Corner),2",93,158,58,182
2023-08-16T19:00:00-05:00,"White & Wright (SE Corner),2",96,172,31,177
2023-08-17T19:00:00-05:00,"White & Wright (SE Corner),2",143,174,37,225
2023-08-12T19:00:00-05:00,"White Street Mid-Block (North Side),2",26,27,37,30
2023-08-13T19:00:00-05:00,"White Street Mid-Block (North Side),2",38,99,32,125
2023-08-14T19:00:00-05:00,"White Street Mid-Block (North Side),2",54,98,59,130
2023-08-15T19:00:00-05:00,"White Street Mid-Block (North Side),2",78,109,58,131
2023-08-16T19:00:00-05:00,"White Street Mid-Block (North Side),2",72,154,32,126
2023-08-12T19:00:00-05:00,"White Street Mid-Block (South Side),1",28,30,30,27
2023-08-13T19:00:00-05:00,"White Street Mid-Block (South Side),1",113,44,27,131
2023-08-14T19:00:00-05:00,"White Street Mid-Block (South Side),1",105,44,28,131
2023-08-15T19:00:00-05:00,"White Street Mid-Block (South Side),1",182,79,45,131
2023-08-16T19:00:00-05:00,"White Street Mid-Block (South Side),1",185,87,34,129
2023-08-13T19:00:00-05:00,"Wildflower & Trailway (NE Corner),1",0,6,5,18
2023-08-14T19:00:00-05:00,"Wildflower & Trailway (NE Corner),1",3,7,20,18
2023-08-15T19:00:00-05:00,"Wildflower & Trailway (NE Corner),1",1,7,17,19
2023-08-16T19:00:00-05:00,"Wildflower & Trailway (NE Corner),1",2,10,7,18
2023-08-17T19:00:00-05:00,"Wildflower & Trailway (NE Corner),1",2,12,12,19
2023-08-13T19:00:00-05:00,"Wildflower & Trailway (SW Corner),3",2,2,8,2
2023-08-14T19:00:00-05:00,"Wildflower & Trailway (SW Corner),3",16,8,24,3
2023-08-15T19:00:00-05:00,"Wildflower & Trailway (SW Corner),3",18,7,26,3
2023-08-16T19:00:00-05:00,"Wildflower & Trailway (SW Corner),3",16,8,33,3
2023-08-17T19:00:00-05:00,"Wildflower & Trailway (SW Corner),3",15,4,28,3
2023-08-13T19:00:00-05:00,"William & Brentwood (NE Corner),1",2,0,7,28
2023-08-14T19:00:00-05:00,"William & Brentwood (NE Corner),1",3,0,4,27
2023-08-15T19:00:00-05:00,"William & Brentwood (NE Corner),1",2,2,3,27
2023-08-16T19:00:00-05:00,"William & Brentwood (NE Corner),1",2,1,3,28
2023-08-17T19:00:00-05:00,"William & Brentwood (NE Corner),1",7,4,4,28
2023-08-12T19:00:00-05:00,"William & Centennial (SW Corner),3",0,0,3,12
2023-08-13T19:00:00-05:00,"William & Centennial (SW Corner),3",0,0,5,7
2023-08-14T19:00:00-05:00,"William & Centennial (SW Corner),3",0,0,6,7
2023-08-15T19:00:00-05:00,"William & Centennial (SW Corner),3",0,0,5,7
2023-08-16T19:00:00-05:00,"William & Centennial (SW Corner),3",0,0,4,7
2023-08-17T19:00:00-05:00,"William & Centennial (SW Corner),3",0,0,7,7
2023-08-13T19:00:00-05:00,"William & Duncan (NE Corner),1",0,0,7,28
2023-08-14T19:00:00-05:00,"William & Duncan (NE Corner),1",4,3,3,27
2023-08-15T19:00:00-05:00,"William & Duncan (NE Corner),1",1,2,3,28
2023-08-16T19:00:00-05:00,"William & Duncan (NE Corner),1",0,2,4,28
2023-08-17T19:00:00-05:00,"William & Duncan (NE Corner),1",2,2,3,28
2023-08-12T19:00:00-05:00,"William & Duncan (NW Corner),4",0,0,3,13
2023-08-13T19:00:00-05:00,"William & Duncan (NW Corner),4",0,0,5,7
2023-08-14T19:00:00-05:00,"William & Duncan (NW Corner),4",0,2,6,7
2023-08-15T19:00:00-05:00,"William & Duncan (NW Corner),4",0,0,5,7
2023-08-16T19:00:00-05:00,"William & Duncan (NW Corner),4",0,2,4,7
2023-08-17T19:00:00-05:00,"William & Duncan (NW Corner),4",0,0,7,7
2023-08-13T19:00:00-05:00,"William & Goldenview (NE Corner),1",4,0,7,28
2023-08-14T19:00:00-05:00,"William & Goldenview (NE Corner),1",0,0,4,27
2023-08-15T19:00:00-05:00,"William & Goldenview (NE Corner),1",0,0,3,27
2023-08-16T19:00:00-05:00,"William & Goldenview (NE Corner),1",0,0,3,28
2023-08-17T19:00:00-05:00,"William & Goldenview (NE Corner),1",1,0,4,28
2023-08-13T19:00:00-05:00,"William & Kenwood (NW Corner),4",1,2,3,28
2023-08-14T19:00:00-05:00,"William & Kenwood (NW Corner),4",1,0,3,27
2023-08-15T19:00:00-05:00,"William & Kenwood (NW Corner),4",2,2,4,29
2023-08-16T19:00:00-05:00,"William & Kenwood (NW Corner),4",1,3,3,29
2023-08-17T19:00:00-05:00,"William & Kenwood (NW Corner),4",2,3,4,29
2023-08-12T19:00:00-05:00,"William & Oakcrest (SW Corner),3",0,0,3,13
2023-08-13T19:00:00-05:00,"William & Oakcrest (SW Corner),3",0,0,5,7
2023-08-14T19:00:00-05:00,"William & Oakcrest (SW Corner),3",0,0,6,7
2023-08-15T19:00:00-05:00,"William & Oakcrest (SW Corner),3",0,0,5,7
2023-08-16T19:00:00-05:00,"William & Oakcrest (SW Corner),3",0,0,4,7
2023-08-17T19:00:00-05:00,"William & Oakcrest (SW Corner),3",0,0,7,7
2023-08-13T19:00:00-05:00,"Williamsburg & Garden Hills (NE Corner),1",3,5,10,27
2023-08-14T19:00:00-05:00,"Williamsburg & Garden Hills (NE Corner),1",3,9,23,27
2023-08-15T19:00:00-05:00,"Williamsburg & Garden Hills (NE Corner),1",1,9,7,26
2023-08-16T19:00:00-05:00,"Williamsburg & Garden Hills (NE Corner),1",5,13,30,21
2023-08-17T19:00:00-05:00,"Williamsburg & Garden Hills (NE Corner),1",0,8,29,27
2023-08-13T19:00:00-05:00,"Williamsburg & Garden Hills (SW Corner),3",1,3,6,25
2023-08-14T19:00:00-05:00,"Williamsburg & Garden Hills (SW Corner),3",5,9,17,24
2023-08-15T19:00:00-05:00,"Williamsburg & Garden Hills (SW Corner),3",8,3,23,24
2023-08-16T19:00:00-05:00,"Williamsburg & Garden Hills (SW Corner),3",5,8,19,19
2023-08-17T19:00:00-05:00,"Williamsburg & Garden Hills (SW Corner),3",6,8,16,24
2023-08-13T19:00:00-05:00,"Williamsburg & Summerlin (NW Corner),4",3,0,6,25
2023-08-14T19:00:00-05:00,"Williamsburg & Summerlin (NW Corner),4",10,2,19,24
2023-08-15T19:00:00-05:00,"Williamsburg & Summerlin (NW Corner),4",6,3,25,24
2023-08-16T19:00:00-05:00,"Williamsburg & Summerlin (NW Corner),4",2,1,21,19
2023-08-17T19:00:00-05:00,"Williamsburg & Summerlin (NW Corner),4",4,4,18,24
2023-08-13T19:00:00-05:00,"Williamsburg & Summerlin (SE Corner),2",0,5,9,27
2023-08-14T19:00:00-05:00,"Williamsburg & Summerlin (SE Corner),2",1,10,24,27
2023-08-15T19:00:00-05:00,"Williamsburg & Summerlin (SE Corner),2",4,11,35,27
2023-08-16T19:00:00-05:00,"Williamsburg & Summerlin (SE Corner),2",4,5,33,21
2023-08-17T19:00:00-05:00,"Williamsburg & Summerlin (SE Corner),2",2,7,30,27
2023-08-13T19:00:00-05:00,"Williamsburg & Summit Ridge (NE Corner),1",0,4,10,27
2023-08-14T19:00:00-05:00,"Williamsburg & Summit Ridge (NE Corner),1",2,13,19,27
2023-08-15T19:00:00-05:00,"Williamsburg & Summit Ridge (NE Corner),1",0,4,7,27
2023-08-16T19:00:00-05:00,"Williamsburg & Summit Ridge (NE Corner),1",1,14,26,21
2023-08-17T19:00:00-05:00,"Williamsburg & Summit Ridge (NE Corner),1",3,11,26,27
2023-08-13T19:00:00-05:00,"Williamsburg & Summit Ridge (SW Corner),3",1,10,6,25
2023-08-14T19:00:00-05:00,"Williamsburg & Summit Ridge (SW Corner),3",7,12,17,24
2023-08-15T19:00:00-05:00,"Williamsburg & Summit Ridge (SW Corner),3",10,9,21,25
2023-08-16T19:00:00-05:00,"Williamsburg & Summit Ridge (SW Corner),3",7,9,18,19
2023-08-17T19:00:00-05:00,"Williamsburg & Summit Ridge (SW Corner),3",5,9,15,23
2023-08-12T19:00:00-05:00,"Willow & Baker (East Side),2",0,0,2,10
2023-08-13T19:00:00-05:00,"Willow & Baker (East Side),2",0,0,2,4
2023-08-14T19:00:00-05:00,"Willow & Baker (East Side),2",0,0,5,4
2023-08-15T19:00:00-05:00,"Willow & Baker (East Side),2",0,0,7,4
2023-08-16T19:00:00-05:00,"Willow & Baker (East Side),2",0,0,5,4
2023-08-17T19:00:00-05:00,"Willow & Baker (East Side),2",0,0,4,4
2023-08-12T19:00:00-05:00,"Willow & Baker (NW Corner),4",0,0,6,9
2023-08-13T19:00:00-05:00,"Willow & Baker (NW Corner),4",0,0,2,4
2023-08-14T19:00:00-05:00,"Willow & Baker (NW Corner),4",0,0,3,4
2023-08-15T19:00:00-05:00,"Willow & Baker (NW Corner),4",0,0,3,4
2023-08-16T19:00:00-05:00,"Willow & Baker (NW Corner),4",0,0,1,4
2023-08-17T19:00:00-05:00,"Willow & Baker (NW Corner),4",0,0,2,4
2023-08-13T19:00:00-05:00,"Willow & Beason (East Side),2",0,0,0,0
2023-08-14T19:00:00-05:00,"Willow & Beason (East Side),2",0,0,0,0
2023-08-15T19:00:00-05:00,"Willow & Beason (East Side),2",0,0,0,0
2023-08-16T19:00:00-05:00,"Willow & Beason (East Side),2",0,0,0,0
2023-08-17T19:00:00-05:00,"Willow & Beason (East Side),2",0,0,0,0
2023-08-12T19:00:00-05:00,"Willow & Kenyon (SE Corner),2",0,0,2,10
2023-08-13T19:00:00-05:00,"Willow & Kenyon (SE Corner),2",0,0,2,4
2023-08-14T19:00:00-05:00,"Willow & Kenyon (SE Corner),2",0,0,5,4
2023-08-15T19:00:00-05:00,"Willow & Kenyon (SE Corner),2",0,1,6,4
2023-08-16T19:00:00-05:00,"Willow & Kenyon (SE Corner),2",0,1,5,4
2023-08-17T19:00:00-05:00,"Willow & Kenyon (SE Corner),2",0,0,4,4
2023-08-12T19:00:00-05:00,"Willow & Kenyon (SW Far Side),7",0,0,6,9
2023-08-13T19:00:00-05:00,"Willow & Kenyon (SW Far Side),7",2,0,2,4
2023-08-14T19:00:00-05:00,"Willow & Kenyon (SW Far Side),7",3,0,3,4
2023-08-15T19:00:00-05:00,"Willow & Kenyon (SW Far Side),7",0,0,3,4
2023-08-16T19:00:00-05:00,"Willow & Kenyon (SW Far Side),7",0,0,1,4
2023-08-17T19:00:00-05:00,"Willow & Kenyon (SW Far Side),7",0,0,2,4
2023-08-13T19:00:00-05:00,"Winchester & Barberry (NW Corner),4",1,3,8,22
2023-08-14T19:00:00-05:00,"Winchester & Barberry (NW Corner),4",3,4,17,23
2023-08-15T19:00:00-05:00,"Winchester & Barberry (NW Corner),4",5,9,15,23
2023-08-16T19:00:00-05:00,"Winchester & Barberry (NW Corner),4",4,7,23,23
2023-08-17T19:00:00-05:00,"Winchester & Barberry (NW Corner),4",1,5,19,23
2023-08-12T19:00:00-05:00,"Winchester & Barberry (SE Corner),2",1,0,5,13
2023-08-13T19:00:00-05:00,"Winchester & Barberry (SE Corner),2",2,4,8,28
2023-08-14T19:00:00-05:00,"Winchester & Barberry (SE Corner),2",5,2,18,28
2023-08-15T19:00:00-05:00,"Winchester & Barberry (SE Corner),2",5,4,28,29
2023-08-16T19:00:00-05:00,"Winchester & Barberry (SE Corner),2",3,2,23,29
2023-08-17T19:00:00-05:00,"Winchester & Barberry (SE Corner),2",6,3,28,27
2023-08-13T19:00:00-05:00,"Winchester & Blackthorn (NW Corner),4",2,2,8,23
2023-08-14T19:00:00-05:00,"Winchester & Blackthorn (NW Corner),4",3,4,15,23
2023-08-15T19:00:00-05:00,"Winchester & Blackthorn (NW Corner),4",1,4,13,23
2023-08-16T19:00:00-05:00,"Winchester & Blackthorn (NW Corner),4",2,5,20,23
2023-08-17T19:00:00-05:00,"Winchester & Blackthorn (NW Corner),4",2,3,17,23
2023-08-12T19:00:00-05:00,"Winchester & Blackthorn (SE Corner),2",0,1,5,13
2023-08-13T19:00:00-05:00,"Winchester & Blackthorn (SE Corner),2",1,0,7,28
2023-08-14T19:00:00-05:00,"Winchester & Blackthorn (SE Corner),2",1,2,16,28
2023-08-15T19:00:00-05:00,"Winchester & Blackthorn (SE Corner),2",3,3,26,29
2023-08-16T19:00:00-05:00,"Winchester & Blackthorn (SE Corner),2",3,4,21,29
2023-08-17T19:00:00-05:00,"Winchester & Blackthorn (SE Corner),2",8,1,26,27
2023-08-13T19:00:00-05:00,"Winchester & Branch (NW Corner),4",1,0,8,23
2023-08-14T19:00:00-05:00,"Winchester & Branch (NW Corner),4",1,4,13,23
2023-08-15T19:00:00-05:00,"Winchester & Branch (NW Corner),4",1,3,10,23
2023-08-16T19:00:00-05:00,"Winchester & Branch (NW Corner),4",1,4,16,23
2023-08-17T19:00:00-05:00,"Winchester & Branch (NW Corner),4",0,5,12,23
2023-08-12T19:00:00-05:00,"Winchester & Branch (SE Corner),2",0,0,5,13
2023-08-13T19:00:00-05:00,"Winchester & Branch (SE Corner),2",0,0,7,28
2023-08-14T19:00:00-05:00,"Winchester & Branch (SE Corner),2",3,1,15,28
2023-08-15T19:00:00-05:00,"Winchester & Branch (SE Corner),2",4,1,23,29
2023-08-16T19:00:00-05:00,"Winchester & Branch (SE Corner),2",5,1,18,29
2023-08-17T19:00:00-05:00,"Winchester & Branch (SE Corner),2",4,0,21,29
2023-08-13T19:00:00-05:00,"Winchester & Brookhaven (NW Corner),4",1,4,10,22
2023-08-14T19:00:00-05:00,"Winchester & Brookhaven (NW Corner),4",3,2,19,23
2023-08-15T19:00:00-05:00,"Winchester & Brookhaven (NW Corner),4",4,10,19,23
2023-08-16T19:00:00-05:00,"Winchester & Brookhaven (NW Corner),4",3,4,29,23
2023-08-17T19:00:00-05:00,"Winchester & Brookhaven (NW Corner),4",1,8,21,23
2023-08-12T19:00:00-05:00,"Winchester & Brookhaven (SE Corner),2",0,0,5,13
2023-08-13T19:00:00-05:00,"Winchester & Brookhaven (SE Corner),2",1,2,8,28
2023-08-14T19:00:00-05:00,"Winchester & Brookhaven (SE Corner),2",2,2,19,28
2023-08-15T19:00:00-05:00,"Winchester & Brookhaven (SE Corner),2",3,2,32,29
2023-08-16T19:00:00-05:00,"Winchester & Brookhaven (SE Corner),2",4,4,26,29
2023-08-17T19:00:00-05:00,"Winchester & Brookhaven (SE Corner),2",3,1,31,26
2023-08-12T19:00:00-05:00,"Winchester & Southmoor (East Side),2",1,0,5,13
2023-08-13T19:00:00-05:00,"Winchester & Southmoor (East Side),2",1,0,8,28
2023-08-14T19:00:00-05:00,"Winchester & Southmoor (East Side),2",2,1,19,28
2023-08-15T19:00:00-05:00,"Winchester & Southmoor (East Side),2",7,0,30,29
2023-08-16T19:00:00-05:00,"Winchester & Southmoor (East Side),2",7,3,25,29
2023-08-17T19:00:00-05:00,"Winchester & Southmoor (East Side),2",3,3,29,27
2023-08-13T19:00:00-05:00,"Winchester & Southmoor (NW Corner),4",2,2,9,22
2023-08-14T19:00:00-05:00,"Winchester & Southmoor (NW Corner),4",3,7,17,23
2023-08-15T19:00:00-05:00,"Winchester & Southmoor (NW Corner),4",1,5,17,23
2023-08-16T19:00:00-05:00,"Winchester & Southmoor (NW Corner),4",1,5,27,23
2023-08-17T19:00:00-05:00,"Winchester & Southmoor (NW Corner),4",2,4,20,23
2023-08-13T19:00:00-05:00,"Winchester & Sumac (NW Corner),4",1,0,8,23
2023-08-14T19:00:00-05:00,"Winchester & Sumac (NW Corner),4",2,4,10,23
2023-08-15T19:00:00-05:00,"Winchester & Sumac (NW Corner),4",1,5,5,23
2023-08-16T19:00:00-05:00,"Winchester & Sumac (NW Corner),4",0,4,13,23
2023-08-17T19:00:00-05:00,"Winchester & Sumac (NW Corner),4",0,4,11,23
2023-08-12T19:00:00-05:00,"Winchester & Sumac (SE Corner),2",2,0,5,13
2023-08-13T19:00:00-05:00,"Winchester & Sumac (SE Corner),2",1,1,7,28
2023-08-14T19:00:00-05:00,"Winchester & Sumac (SE Corner),2",2,2,15,28
2023-08-15T19:00:00-05:00,"Winchester & Sumac (SE Corner),2",2,1,21,29
2023-08-16T19:00:00-05:00,"Winchester & Sumac (SE Corner),2",0,4,17,29
2023-08-17T19:00:00-05:00,"Winchester & Sumac (SE Corner),2",2,3,19,28
2023-08-13T19:00:00-05:00,"Windsor & Bel-Aire (NE Corner),1",0,0,6,11
2023-08-14T19:00:00-05:00,"Windsor & Bel-Aire (NE Corner),1",0,0,5,11
2023-08-15T19:00:00-05:00,"Windsor & Bel-Aire (NE Corner),1",0,0,9,10
2023-08-16T19:00:00-05:00,"Windsor & Bel-Aire (NE Corner),1",0,2,6,11
2023-08-17T19:00:00-05:00,"Windsor & Bel-Aire (NE Corner),1",0,0,6,11
2023-08-13T19:00:00-05:00,"Windsor & Bel-Aire (SW Corner),3",0,0,3,11
2023-08-14T19:00:00-05:00,"Windsor & Bel-Aire (SW Corner),3",1,0,4,11
2023-08-15T19:00:00-05:00,"Windsor & Bel-Aire (SW Corner),3",0,0,5,9
2023-08-16T19:00:00-05:00,"Windsor & Bel-Aire (SW Corner),3",0,0,4,11
2023-08-17T19:00:00-05:00,"Windsor & Bel-Aire (SW Corner),3",1,0,3,12
2023-08-12T19:00:00-05:00,"Windsor & Boulder (SW Corner),3",0,1,12,15
2023-08-13T19:00:00-05:00,"Windsor & Boulder (SW Corner),3",0,0,10,23
2023-08-14T19:00:00-05:00,"Windsor & Boulder (SW Corner),3",3,2,13,23
2023-08-15T19:00:00-05:00,"Windsor & Boulder (SW Corner),3",1,0,24,24
2023-08-16T19:00:00-05:00,"Windsor & Boulder (SW Corner),3",0,0,8,23
2023-08-17T19:00:00-05:00,"Windsor & Boulder (SW Corner),3",0,1,12,23
2023-08-13T19:00:00-05:00,"Windsor & Brookshire (NE Corner),1",1,1,7,32
2023-08-14T19:00:00-05:00,"Windsor & Brookshire (NE Corner),1",1,0,14,32
2023-08-15T19:00:00-05:00,"Windsor & Brookshire (NE Corner),1",1,4,18,31
2023-08-16T19:00:00-05:00,"Windsor & Brookshire (NE Corner),1",1,3,16,32
2023-08-17T19:00:00-05:00,"Windsor & Brookshire (NE Corner),1",1,3,16,34
2023-08-13T19:00:00-05:00,"Windsor & Carlisle (NE Corner),1",0,2,8,35
2023-08-14T19:00:00-05:00,"Windsor & Carlisle (NE Corner),1",2,0,14,35
2023-08-15T19:00:00-05:00,"Windsor & Carlisle (NE Corner),1",0,0,19,34
2023-08-16T19:00:00-05:00,"Windsor & Carlisle (NE Corner),1",0,3,18,35
2023-08-17T19:00:00-05:00,"Windsor & Carlisle (NE Corner),1",0,1,16,36
2023-08-13T19:00:00-05:00,"Windsor & Carlisle (South Side),3",1,0,7,35
2023-08-14T19:00:00-05:00,"Windsor & Carlisle (South Side),3",0,0,11,35
